"Page","Item name","Description","Image URL","CTA text","Destination URL","Booking account"
"flower-arch-new-york","3D Panel w/ Arch","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/IMG_7213.webp","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=124905","Proposal Perfection NYC (CORRECT)"
"flower-arch-new-york","Flower Wall w/Arch","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/Custom-packages.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123086","Proposal Perfection NYC (CORRECT)"
"flower-arch-new-york","Custom Packages","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/dynryasg5jwyrq2kzovpm42l2ud1.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123118","Proposal Perfection NYC (CORRECT)"
"flower-arch-new-york","Connect With Us","Contact us today—we’d love to hear how we can help turn your event’s ambiance into a true work of art with our event rentals bay area and our exquisite flower wall rentals. Our team of experienced design specialists is committed to curating stunning elements that will make your event unforgettable. Let us bring your vision to life with creativity and elegance!","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/titles-copy.png","Lets Chat!","https://atlanta-flower-wall-rentals.checkcherry.com/reservation/set_event?package_group_id=32605","Flower Wall Rentals (Atlanta) — WRONG BRAND"
"flower-walls-4","Abigail","Add a touch of grace and elegance to your event with our Abigail Flower Wall. This classic selection features a variation of red blooms for a romantic touch.","https://proposalperfectionnyc.com/wp-content/uploads/2024/09/red-luxury-flowerwall-long-copy-1100-1.jpg","Request A Quote","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=61435","Proposal Perfection NYC (CORRECT)"
"flower-walls-4","Ebony","Add a tinge of sophistication to your event with our stunning Ebony flower wall rental. Perfect for creating a dramatic backdrop.","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/black-flower-wall-rentals.jpg","Request A Quote","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=61434","Proposal Perfection NYC (CORRECT)"
"flower-walls-4","Adonis Blue","Make a bold statement for our Adonis Blue flower wall. This striking selection features deep blue and denim flowers for a dramatic effect.","https://proposalperfectionnyc.com/wp-content/uploads/2022/12/Blue-flower-wall-rentals-med.jpg","Request A Quote","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=61436","Proposal Perfection NYC (CORRECT)"
"flower-walls-4","Barbie Pink","A Barbie pink flower wall is a burst of vibrant hues, radiating playfulness and charm, transforming spaces into enchanting havens.","https://proposalperfectionnyc.com/wp-content/uploads/2024/02/barbie-orig.jpg","Request A Quote","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=89128","Proposal Perfection NYC (CORRECT)"
"flower-walls-4","Ruby's Red","Elevate your bridal shower, baby shower, or wedding with a sophisticated touch, courtesy of our lush red and white flower wall.","https://proposalperfectionnyc.com/wp-content/uploads/2024/02/red-ruby-orig.jpg","Request A Quote","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=89120","Proposal Perfection NYC (CORRECT)"
"flower-walls-4","Ombre","Transform your corporate event with our chic pink and white ombre flower wall, blending gradient.","https://proposalperfectionnyc.com/wp-content/uploads/2024/02/Pink-Obrea.jpg","Request A Quote","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=89121","Proposal Perfection NYC (CORRECT)"
"flower-walls-4","Paradise","Clean white blooms cascade against a stunning greenery backdrop, artfully arranged to make an exquisite statement for your event","https://proposalperfectionnyc.com/wp-content/uploads/2024/02/Paradice-flowerwall.jpg","Request A Quote","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=68324","Proposal Perfection NYC (CORRECT)"
"flower-walls-4","Majestic","Add a tinge of sophistication to your event with our stunning Majestic flower wall rental. Perfect for creating a dramatic backdrop","https://proposalperfectionnyc.com/wp-content/uploads/2024/02/majesic.jpg","Request A Quote","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=89125","Proposal Perfection NYC (CORRECT)"
"flower-walls-4","Joy","The clean white with a hint of yellow cascading stand out against the stunning background of greenery.","https://proposalperfectionnyc.com/wp-content/uploads/2024/02/green-white.jpg","Request A Quote","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=73789","Proposal Perfection NYC (CORRECT)"
"flower-walls-4","Mourning cloak","Bring a touch of nostalgia to your event with our Mourning Clock flower wall. This elegant selection features vintage-inspired blooms for a timeless look.","https://proposalperfectionnyc.com/wp-content/uploads/2022/11/rose-gold-flower-wall-rentals.jpg","Request A Quote","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=61441","Proposal Perfection NYC (CORRECT)"
"flower-walls-4","Atlanta","Welcome southern charm to your event with our Atlanta flower wall rental. These neutral tone roses with a hint of greenery are the perfect addition to any occasion.","https://proposalperfectionnyc.com/wp-content/uploads/2022/12/neuural-cream-and-pink-flowerwall-rentals.jpg","Request A Quote","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=61452","Proposal Perfection NYC (CORRECT)"
"flower-walls-4","Pink Blush","Our Pink Blush flower wall adds a touch of romance to your event. This delicate selection features soft pink blooms for a feminine touch.","https://proposalperfectionnyc.com/wp-content/uploads/2022/12/pink-luxury-flowerwall-rentals.jpg","Request A Quote","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=61453","Proposal Perfection NYC (CORRECT)"
"flower-walls-4","Jasmin","The clean whit e and pink with a hint of green , artfully arrange to create an exquisite statement for your event.","https://proposalperfectionnyc.com/wp-content/uploads/2024/02/jasmin.jpg","Request A Quote","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=89122","Proposal Perfection NYC (CORRECT)"
"flower-walls-4","Indigo Duskywing","Create a unique atmosphere with our Indigo DuskyWing flower wall rental. Perfect for adding a hint of mystery to your event.","https://proposalperfectionnyc.com/wp-content/uploads/2022/12/neuural-flower-wall-rentals.jpg","Request A Quote","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=61456","Proposal Perfection NYC (CORRECT)"
"flower-walls-4","Tailed Jay","Bring nature to your event with our Tailed Jay flower wall rental. The perfect addition to any outdoor occasion.","https://proposalperfectionnyc.com/wp-content/uploads/2022/12/green-and-white-flower-wall.jpg","Request A Quote","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=61457","Proposal Perfection NYC (CORRECT)"
"flower-walls-4","Tailed Jay 2.0","Make a statement with our Tailed Jay 2.0 flower Wall. This wall features various variety of greenery to add elegant touch to your next cooperate event.","https://proposalperfectionnyc.com/wp-content/uploads/2024/02/ed-Jay-2.0.jpg","Request A Quote","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=73770","Proposal Perfection NYC (CORRECT)"
"flower-walls-4","Chelsea","Make a statement with our Sky Blue Flower Wall. This wall features Sky Blue, sapphire blue and greenery to elegant touch to your next event.","https://proposalperfectionnyc.com/wp-content/uploads/2024/02/sky-blue.jpg","Request A Quote","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=61436","Proposal Perfection NYC (CORRECT)"
"flower-walls-4","Green Machine","Make a statement with our Green Machine Flower Wall. This wall features lush greenery to elegant touch to your next event.","https://proposalperfectionnyc.com/wp-content/uploads/2024/02/green-machine.jpg","Request A Quote","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=68323","Proposal Perfection NYC (CORRECT)"
"flower-walls-4","Pink Blush","Welcome southern charm to your event with our pink blush flower wall rental. These neutral tone roses with a hint of pink are the perfect addition to any occasion","https://proposalperfectionnyc.com/wp-content/uploads/2024/02/pink-ombre.jpg","Request A Quote","https://new-jersey-flower-wall-photo-booth-rentals.checkcherry.com/reservation/set_event?event_type_id=61435","New Jersey Flower Wall & Photo Booth Rentals — WRONG BRAND"
"flower-walls-4","Tan","Make a statement with our green Tan flower Wall. This wall features various variety of greenery add elegant touch to your next corperate even","https://proposalperfectionnyc.com/wp-content/uploads/2024/02/tann.jpg","Request A Quote","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=64168","Proposal Perfection NYC (CORRECT)"
"flower-walls-4","Purity","Make a statement with our Purity flower Wall. This wall features white elegant roses add elegant touch to your next event.","https://proposalperfectionnyc.com/wp-content/uploads/2024/02/white-orignial.jpg","Request A Quote","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=89123","Proposal Perfection NYC (CORRECT)"
"flower-walls-4","Pavon","Elevate your event with our Pavon flower wall. This luxurious selection features regal purple and peach blooms for a touch of opulence.","https://proposalperfectionnyc.com/wp-content/uploads/2022/11/purple-flower-wall.jpg","Request A Quote","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=64178","Proposal Perfection NYC (CORRECT)"
"flower-walls-4","Hawaiian","Bring a touch of paradise to your event. This tropical selection features lush greenery to add an exotic flare to your event.","https://proposalperfectionnyc.com/wp-content/uploads/2022/11/green-tropical-flower-wall-rentals.jpg","Request A Quote","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=61459","Proposal Perfection NYC (CORRECT)"
"flower-walls-4","Monarch","Make a grand entrance with our Monarch flower wall. This majestic selection features bold red, pink and peach blooms for a striking effect.","https://proposalperfectionnyc.com/wp-content/uploads/2022/11/mulit-rose-flower-wall-rentals.jpg","Request A Quote","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=61461","Proposal Perfection NYC (CORRECT)"
"flower-walls-4","Pink Arcadia","Make a statement with our Pink Arcadia Flower Wall. This wall features soft pink and white bloom to at an elegant touch to your next event.","https://proposalperfectionnyc.com/wp-content/uploads/2022/12/coral-flower-wall-rentals-med.jpg","Request A Quote","https://new-jersey-flower-wall-photo-booth-rentals.checkcherry.com/reservation/set_event?event_type_id=61435","New Jersey Flower Wall & Photo Booth Rentals — WRONG BRAND"
"flower-walls-4","Arctic Admiral","This flower wall features beautiful white roses to add elegant and luxurious atmosphere at your event. Our Arctic Admiral is perfect addition to your next.","https://proposalperfectionnyc.com/wp-content/uploads/2022/12/white-flower-wall-rentals.jpg","Request A Quote","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=61463","Proposal Perfection NYC (CORRECT)"
"flower-walls-4","Red Admiral","Introduce a pop of color to your event with our Red Admiral flower wall rental. Perfect for creating a vibrant atmosphere.","https://proposalperfectionnyc.com/wp-content/uploads/2022/12/red-flower-wall-rentals.jpg","Request A Quote","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=61464","Proposal Perfection NYC (CORRECT)"
"flower-walls-4","American Lady","I am text block. Click edit button to change this text. Lorem ipsum dolor sit amet, consectetur adipiscing elit.","https://proposalperfectionnyc.com/wp-content/uploads/2022/12/pink-flower-wall-rentals.jpg","Request A Quote","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=61465","Proposal Perfection NYC (CORRECT)"
"flower-walls-4","Chloe","Add whimsy to your event with our Chloe flower wall rental. Perfect for bridal showers, baby showers, children's parties and spring events","https://proposalperfectionnyc.com/wp-content/uploads/2022/11/pink-and-lavender-flowerwall-rental.jpg","Request A Quote","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=61466","Proposal Perfection NYC (CORRECT)"
"flower-walls-4","Venessa","Create a romantic atmosphere at your event with our Venessa flower wall rental. Perfect for weddings and intimate gatherings.","https://proposalperfectionnyc.com/wp-content/uploads/2022/12/coral-flower-wall-rentals-med.jpg","Request A Quote","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=61467","Proposal Perfection NYC (CORRECT)"
"flower-walls-4","Sunrise","A verdant flower wall adorned with bursts of yellow, orange, and pink petals creates a lively and cheerful ambiance, radiating warmth.","https://proposalperfectionnyc.com/wp-content/uploads/2024/02/Amazon-Arch.jpg","Request A Quote","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=89316","Proposal Perfection NYC (CORRECT)"
"flower-walls-4","Greenstreak","This boxwood wall, effortlessly blending nature and minimalism, offers a perfect photo backdrop for corporate events, enhancing brand messaging with simplicity.","https://proposalperfectionnyc.com/wp-content/uploads/2022/11/green-hedge-wall-rental-med.jpg","Request A Quote","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=61469","Proposal Perfection NYC (CORRECT)"
"flower-walls-4","Amazon","A lush green flower wall blooms vibrantly, its emerald hues embracing delicate peach blossoms, creating a captivating and enchanting spectacle.","https://proposalperfectionnyc.com/wp-content/uploads/2024/02/Amazon.jpg","Request A Quote","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=61462","Proposal Perfection NYC (CORRECT)"
"flower-walls-4","Rainbow","Our rainbow flower wall is a breathtaking display of vibrant blooms in every color imaginable. It creates a joyful atmosphere, perfect for gatherings or quiet moments. This stunning backdrop enhances any space, showcasing the beauty of nature and inspiring creativity.","https://proposalperfectionnyc.com/wp-content/uploads/2025/01/rainbow-flower-wall-rental-2.jpg","Request A Quote","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=117501","Proposal Perfection NYC (CORRECT)"
"flower-walls-4","Purple Baby","This captivating flower wall features a stunning array of purple roses in various shades, beautifully accented with elegant purple feathers. The blend of rich, velvety roses and soft, luxurious feathers creates a dramatic and enchanting display, adding a touch of sophistication and flair to any event.","https://proposalperfectionnyc.com/wp-content/uploads/2025/01/flower-wall-rental-brooklyn.jpg","Request A Quote","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=117481","Proposal Perfection NYC (CORRECT)"
"flower-walls-4","Pink Butterfly","Welcome southern charm to your event with our pink blush flower wall rental. These neutral tone roses with a hint of pink are the perfect addition to any occasion","https://proposalperfectionnyc.com/wp-content/uploads/2025/01/flower-wall-rental.jpg","Request A Quote","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=117498","Proposal Perfection NYC (CORRECT)"
"flower-walls-4","Pink & Purple Ombre","Bring nature to your event with our Pink Ombre flower wall rental. The perfect addition to any occasion","https://proposalperfectionnyc.com/wp-content/uploads/2025/01/flower-wall-rentals.jpg","Request A Quote","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=117543","Proposal Perfection NYC (CORRECT)"
"flower-walls-4","Pink & Blue","Both natural and minimal, this boxwood wall is an ideal photo backdrop for your corporate event or product launch, perfect to complement your brand messaging with elegant simplicity.","https://proposalperfectionnyc.com/wp-content/uploads/2025/01/pink-and-blue-flower-wall-rental.jpg","Request A Quote","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=117496","Proposal Perfection NYC (CORRECT)"
"flower-walls-4","Peacock Butterfly","Elevate your event with our Peacock butterfly flower wall. This luxurious selection features regal orange, brown, cream Enhance your event with our Peacock butterfly flower wall. This luxurious arrangement features regal shades of orange, brown, cream, and white for an added touch of elegance., and white for a touch of opulence.","https://proposalperfectionnyc.com/wp-content/uploads/2025/01/flower-walls-new-york.jpg","Request A Quote","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=117497","Proposal Perfection NYC (CORRECT)"
"flower-walls-4","Paris","This lush green flower wall is a stunning showcase of vibrant foliage, offering a serene and natural backdrop for any occasion. With a beautiful blend of rich greens, ranging from deep emerald to soft sage, this wall exudes freshness and tranquility.","https://proposalperfectionnyc.com/wp-content/uploads/2025/01/Georgia-931x1024-1.jpg","Request A Quote","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=117512","Proposal Perfection NYC (CORRECT)"
"flower-walls-4","Bali","Immerse yourself in the lush beauty of our exotic green flower wall, a breathtaking display that captures the essence of a natural oasis at your event.","https://proposalperfectionnyc.com/wp-content/uploads/2025/01/Bali-Flower-Wall-Rental-2-931x1024-1.jpg","Request A Quote","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=117511","Proposal Perfection NYC (CORRECT)"
"flower-walls-4","Palm","","https://proposalperfectionnyc.com/wp-content/uploads/2025/01/green-flower-wall-rental-nyc.jpg","Request A Quote","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=117491","Proposal Perfection NYC (CORRECT)"
"flower-walls-4","Creamsicle","Create a captivating atmosphere with our beautiful flower wall rental, featuring soft tones of multi-colored roses. This elegant arrangement includes delicate hints of pink and burgundy roses, adding depth and richness to the display","https://proposalperfectionnyc.com/wp-content/uploads/2025/01/Creamsicle-931x1024-1.jpg","Request A Quote","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=117448","Proposal Perfection NYC (CORRECT)"
"flower-walls-4","Sunset","This vibrant flower wall features a stunning array of orange and yellow roses, creating a warm and inviting atmosphere for any event. The rich, fiery orange hues beautifully complement the cheerful yellow blooms, resulting in a lively and uplifting display. your event.","https://proposalperfectionnyc.com/wp-content/uploads/2025/01/Orange-and-Yellow-Flower-Wall-Rental-931x1024-1.jpg","Request A Quote","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=117450","Proposal Perfection NYC (CORRECT)"
"flower-walls-4","Rio De Janerio","Make a striking statement with our bold and vibrant flower wall rental, featuring a stunning mix of bright yellow, orange, pink, red, and cascading purple blooms. This eye-catching arrangement is designed to turn heads and create a dazzling focal point at any","https://proposalperfectionnyc.com/wp-content/uploads/2025/01/Rio-931x1024-1.jpg","Request A Quote","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=117446","Proposal Perfection NYC (CORRECT)"
"flower-walls-4","Pink Butterfly Arch","Both natural and minimal, this boxwood wall is an ideal photo backdrop for your corporate event or product launch, perfect to complement your brand messaging with elegant simplicity.","https://proposalperfectionnyc.com/wp-content/uploads/2025/01/Beverly-copy-1-1.jpg","Request A Quote","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=117515","Proposal Perfection NYC (CORRECT)"
"flower-walls-4","Cee Indigo","Immerse yourself in the lush beauty of our exotic blue and orange flower wall, a breathtaking display that captures the essence of a natural oasis at your event.","https://proposalperfectionnyc.com/wp-content/uploads/2025/01/blue-and-orange.jpg","Request A Quote","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=117513","Proposal Perfection NYC (CORRECT)"
"flower-walls-4","Rio De Janerio","Make a striking statement with our bold and vibrant flower wall rental, featuring a stunning mix of bright yellow, orange, pink, red, and cascading purple blooms. This eye-catching arrangement is designed to turn heads and create a dazzling focal point at any","https://proposalperfectionnyc.com/wp-content/uploads/2025/01/Rio-931x1024-1.jpg","Request A Quote","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=117513","Proposal Perfection NYC (CORRECT)"
"nyc-flower-wall-rentals-2","Connect With Us","Contact us today—we’d love to hear how we can help turn your event’s ambiance into a true work of art with our event rentals NYC and our exquisite flower wall rentals. Our team of experienced design specialists is committed to curating stunning elements that will make your event unforgettable. Let us bring your vision to life with creativity and elegance!","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/titles-copy.png","Lets Chat!","https://atlanta-flower-wall-rentals.checkcherry.com/reservation/set_event?package_group_id=32605","Flower Wall Rentals (Atlanta) — WRONG BRAND"
"photo-booths-rentals","Photo Booth Rental New York","Capture your once-in-a-lifetime moment with our premium photo booth rental in NYC—designed to make your marriage proposal truly unforgettable. Paired perfectly with our luxurious flower wall rentals and romantic décor, our interactive photo booth offers a fun, modern way to relive the joy and surprise of your “yes” moment. Friends and family can instantly snap and share heartfelt photos and videos, adding a social and celebratory touch to your special event.","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/Wow-Your-Guest.png","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/contact/11423","Proposal Perfection NYC (CORRECT)"
"photo-booths-rentals","Magically Booth","Mirror, mirror, on the wall, who’s the fairest of them all? Your guests will feel like they’re in a fairy tale with this interactive digital experience that is colorful, trendy, and vibrant. Don’t miss out on one of the hottest photo booth trends for weddings and events!","https://proposalperfectionnyc.com/wp-content/uploads/2023/01/magically-booth.webp","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=89211","Proposal Perfection NYC (CORRECT)"
"photo-booths-rentals","Salsa Booth","Heat up any event with the Salsa Digital Booth for parties, weddings, and corporate events. Capture all the latest social media trends, including gifs, boomerangs, reels, and videos, which can be uploaded to a live gallery in real time! Branded touch points are included at every step.","https://proposalperfectionnyc.com/wp-content/uploads/2023/01/salsa.webp","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=89197","Proposal Perfection NYC (CORRECT)"
"photo-booths-rentals","Mobi Booth","Sleek and discreet, the Mobi Booth includes next generation features that will have jaws dropping, and a small size that can be located anywhere. Powered by innovative digital 360 technology, this photo booth will capture the beauty and style of your guests from every angle.","https://proposalperfectionnyc.com/wp-content/uploads/2023/01/IMG_8488_JPG.webp","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=89197","Proposal Perfection NYC (CORRECT)"
"photo-booths-rentals","Mirror X-Infinity Photo Booth","Give your event that extra wow factor with this statement-making photo booth. Your guests can personalize their messages with graphics, animations, signs, and stamps to make every photo into a unique custom keepsake. Mirror X-Infinity is a next-level photo booth experience.","https://proposalperfectionnyc.com/wp-content/uploads/2023/01/mirror-x.webp","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?package_group_id=26395","Proposal Perfection NYC (CORRECT)"
"photo-booths-rentals","Infinity 360","Rock your inner celebrity with the Infinity 360, complete with lighting that brings out your absolute best. The spinning 360-degree camera captures every angle with ease, and creates a digital video that can be shared on social media with family, friends, and followers.","https://proposalperfectionnyc.com/wp-content/uploads/2023/01/360.webp","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?package_group_id=25906","Proposal Perfection NYC (CORRECT)"
"photo-booths-rentals","Digital Booth","Turn it up and turn it out! Ride the digital wave with an interactive photo booth experience that can be customized for your guests and event theme. Guests can share their favorite photo memories to your social media page to create a sensational stir for your brand!","https://proposalperfectionnyc.com/wp-content/uploads/2023/01/IMG_8488_JPG.webp","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=89210","Proposal Perfection NYC (CORRECT)"
"photo-booths-rentals","Connect With Us","Contact us today—we’d love to hear how we can help turn your event’s ambiance into a true work of art with our event rentals NYC and our exquisite flower wall rentals. Our team of experienced design specialists is committed to curating stunning elements that will make your event unforgettable. Let us bring your vision to life with creativity and elegance!","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/titles-copy.png","Lets Chat!","https://proposal-perfection-nyc.checkcherry.com/contact/11423","Proposal Perfection NYC (CORRECT)"
"proposals","Cupid","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/Red-heart-flower-arch-rental-San-Francisco-Bay-Area-2.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123059","Proposal Perfection NYC (CORRECT)"
"proposals","Infinity","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/white-heart-flower-archway.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123058","Proposal Perfection NYC (CORRECT)"
"proposals","Cloud 9","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/cream-heart-flower-arch-rental-san-francisco-bay-area-1.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123056","Proposal Perfection NYC (CORRECT)"
"proposals","Lotus Flower","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/Pink-and-Cream.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123053","Proposal Perfection NYC (CORRECT)"
"proposals","Isis","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/Pink-Heart-Arch-Rental-Atlanta-1.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123054","Proposal Perfection NYC (CORRECT)"
"proposals","Set of 3 Hearts","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/Red-8-foot-heart-flower-arch-and-two-6.5-foot-arch.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123055","Proposal Perfection NYC (CORRECT)"
"proposals","2 Hearts","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/Red-8-foot-and-6.5-foot-arch.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123052","Proposal Perfection NYC (CORRECT)"
"proposals","Eve","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/Green-and-White-Arch-Rental-1.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123057","Proposal Perfection NYC (CORRECT)"
"proposals","Cupid Squared","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/Red-Arch-Rental-san-Francisco-Bay-Area.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123102","Proposal Perfection NYC (CORRECT)"
"proposals","Heavenly","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/white-flower-arch-rental-san-francisco-bay-area.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123101","Proposal Perfection NYC (CORRECT)"
"proposals","Infinity","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/red-circle-flower-arch-rental-with-marry-me-sign.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123100","Proposal Perfection NYC (CORRECT)"
"proposals","Snowflake","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/White-circle-flower-arch-rental-with-Marry-Me-Sign.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123099","Proposal Perfection NYC (CORRECT)"
"proposals","Rosie","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/oval-arch.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123098","Proposal Perfection NYC (CORRECT)"
"proposals","Avirl","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/archways-and-backgrounds-copy-1.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123094","Proposal Perfection NYC (CORRECT)"
"proposals","Marie","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/cream-flower-arch-rental-san-francisco-bay-area-1.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123097","Proposal Perfection NYC (CORRECT)"
"proposals","Glady's","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/IMG_7181.jpeg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123095","Proposal Perfection NYC (CORRECT)"
"proposals","Mi'Amor","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/Red-half-archway.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123085","Proposal Perfection NYC (CORRECT)"
"proposals","Artica","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/White-half-floral-archway.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123082","Proposal Perfection NYC (CORRECT)"
"proposals","Joy","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/white-floral-archway-with-baby-breathe.jpg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123084","Proposal Perfection NYC (CORRECT)"
"proposals","Monterey","","https://proposalperfectionnyc.com/wp-content/uploads/2025/03/IMG_7169.jpeg","Inquire Now","https://proposal-perfection-nyc.checkcherry.com/reservation/set_event?event_type_id=123083","Proposal Perfection NYC (CORRECT)"
